collaborative,num_albums,num_tracks,num_followers,num_edits,duration_ms,num_artists
false,5,17,1,4,3837468,3
false,40,41,1,25,9044857,34
false,36,36,1,3,6544676,33
false,42,59,1,3,12956659,35
false,9,15,1,5,3329570,9
false,183,218,2,129,49468947,156
false,15,34,1,2,10072445,5
false,44,58,1,17,16276487,36
false,27,27,1,6,6234350,23
false,16,18,1,6,3886228,15
false,20,20,1,6,4431454,20
false,23,25,1,3,4708341,24
false,41,71,1,7,16323263,20
false,78,87,1,6,20264434,69
false,26,28,1,3,6483456,24
false,19,28,1,6,6138290,14
false,45,52,1,24,11001091,43
false,18,25,2,10,4395793,16
false,132,158,1,30,43925879,92
false,40,54,1,6,13046807,30
false,45,71,1,5,15632980,22
false,19,32,1,9,8142362,13
false,26,26,2,21,5568007,22
false,73,85,3,56,21298674,55
false,20,36,1,2,8397487,16
false,22,32,3,14,7117095,20
false,31,33,1,10,8130764,26
false,45,46,1,7,9155649,36
true,26,31,1,4,7108879,17
false,24,36,2,11,7708849,12
false,171,188,13,41,48588746,140
false,44,44,1,14,11305008,38
false,13,14,1,3,4044572,12
false,53,55,2,3,12628932,50
false,27,29,1,2,6739650,26
false,108,127,1,45,27364349,85
false,21,21,1,3,4535591,19
false,107,152,2,72,36820002,77
false,30,64,1,2,11118596,14
false,67,139,1,14,28666216,25
false,118,127,6,33,28492715,96
false,45,49,3,15,13221839,32
false,88,137,1,20,25752229,42
false,34,36,2,21,8740289,32
false,42,51,1,15,10931073,23
false,6,6,1,5,1543972,6
false,104,146,2,52,36226179,78
false,9,34,1,3,7660529,3
false,7,13,1,3,3337982,4
false,11,46,4,5,12714068,3
false,22,25,1,2,6307309,21
false,30,36,1,3,8004959,20
false,25,28,2,10,6152042,26
false,28,28,17,12,6360096,28
false,46,52,1,28,12236130,31
false,28,33,1,6,7853935,25
false,63,68,1,8,16232654,51
false,74,87,1,22,23420250,66
false,74,77,1,43,16052704,72
false,7,28,1,8,6134043,9
false,45,50,1,2,11605181,36
false,25,28,2,4,7144512,22
false,18,19,1,6,4917985,16
false,35,41,1,18,9943008,25
false,32,34,1,14,7021790,29
false,27,33,1,9,8010074,21
false,54,70,1,9,14999951,27
false,106,215,2,21,51960956,54
false,78,149,1,11,34293733,51
false,55,55,1,31,12126027,46
false,44,52,2,13,12485588,32
false,68,70,1,14,16177296,59
false,36,47,1,19,11207126,27
false,194,238,1,48,54172588,133
false,159,178,4,54,40357199,117
false,36,45,1,24,11172502,27
false,76,97,3,23,20561260,38
false,12,14,2,6,3111368,12
false,9,18,1,5,2708554,6
false,110,138,2,31,31188684,73
false,15,16,1,2,3268105,14
false,41,50,3,3,11137339,35
false,3,15,1,2,4301677,3
false,20,22,1,11,5571550,19
false,22,23,1,18,4908101,22
false,14,19,1,2,3988434,15
false,144,177,3,29,40128864,115
false,50,81,2,12,18296820,24
false,16,18,2,3,3835740,15
false,40,45,1,3,10530173,31
false,31,33,1,5,7021475,24
false,26,31,1,6,7768668,21
false,13,24,1,3,5712179,6
false,25,27,2,2,6441285,24
false,45,48,1,4,12819026,36
false,59,82,3,40,18255875,44
false,62,63,1,24,9647235,62
false,37,60,1,28,14688453,23
false,161,192,1,70,48057518,113
false,166,191,1,2,43243567,128
false,151,205,3,84,48386406,120
false,9,10,1,11,2061707,9
false,57,58,2,7,13467774,51
false,65,83,1,55,19112247,46
false,46,54,1,23,12272944,34
false,17,19,1,5,4685643,8
false,90,154,3,68,39659165,70
true,47,50,1,14,11959181,44
false,29,31,3,5,7454627,18
false,34,35,1,23,7380665,33
false,39,59,1,21,13723702,30
false,30,55,1,3,13258547,18
false,37,40,1,24,8640760,32
false,15,15,1,9,3629722,15
false,132,149,1,56,33196793,94
false,30,35,1,14,7986767,29
false,40,44,1,22,9442946,36
false,70,82,1,13,18769628,63
false,22,23,1,19,5148619,19
false,66,97,3,24,20859978,45
false,81,114,1,12,23694980,35
false,110,124,3,95,30633014,94
false,74,99,2,35,22443152,67
false,64,68,1,6,16008992,54
false,49,54,1,2,14049210,28
false,110,147,1,13,36233599,71
false,68,81,1,9,17784074,60
false,43,43,1,5,9861751,35
false,45,62,1,36,14907387,38
false,16,43,3,7,8748346,9
false,111,136,4,7,32741859,87
false,41,50,1,13,11747290,26
false,9,50,1,9,9361587,6
false,19,23,1,5,5342656,16
false,19,20,1,10,4427301,19
false,69,101,1,38,23742634,50
false,29,32,1,13,7360004,25
false,50,53,2,6,13430043,44
false,4,14,1,3,2581672,3
false,83,90,1,31,21621494,58
false,72,120,3,54,26324743,53
false,52,58,1,33,13968820,44
false,20,21,1,10,4959544,20
false,18,20,1,4,4904070,16
false,56,62,1,3,13661915,51
false,56,61,1,25,17638514,38
false,45,51,1,6,13525669,26
false,107,194,2,98,40718107,65
false,51,56,3,26,13777908,41
false,78,87,2,44,20315610,62
false,74,78,3,48,17115146,69
false,187,205,6,84,53561016,122
false,24,31,1,2,8484680,31
false,23,42,3,14,10811435,16
false,34,38,1,9,8442162,24
false,8,8,1,2,2199492,8
false,80,104,1,43,23171508,58
false,98,120,1,8,27948831,79
false,29,32,1,2,5999255,30
false,28,29,2,17,7787927,25
false,18,18,1,5,3920384,17
false,141,155,2,80,37436319,115
false,114,134,8,23,32272406,87
false,70,110,1,8,26106219,45
false,40,41,2,3,9501803,39
false,38,46,1,18,10661944,25
false,36,40,1,19,9750954,32
false,5,10,1,5,4042536,3
false,43,44,5,10,10709181,36
false,34,50,2,10,9090977,31
false,89,103,1,10,21698803,63
false,103,124,8,52,26763493,76
false,53,64,1,21,17015069,40
false,126,164,1,24,34378400,106
false,53,91,2,3,19777780,25
false,55,58,1,14,13099768,42
false,178,183,5,94,49666604,175
false,46,53,1,3,12167420,36
false,16,17,3,6,4274978,14
false,54,61,2,16,12627140,50
false,28,30,1,4,7611809,27
false,28,60,1,5,24668922,19
false,19,19,1,5,4120084,17
false,57,59,2,23,12330426,54
false,41,47,1,7,11507643,29
false,9,62,2,5,12802098,3
false,56,74,1,22,18320544,43
false,120,156,9,50,34939410,88
false,16,29,1,5,7211102,8
false,6,6,1,5,1009640,5
false,91,107,1,51,26815535,65
false,45,52,1,12,13221058,34
false,6,13,1,6,2962703,5
false,37,44,1,11,12591911,23
false,106,235,3,9,54799152,48
false,15,16,1,2,3881116,11
false,56,89,1,22,19352924,53
false,150,185,1,23,43502622,90
false,23,39,1,2,7051357,11
false,7,11,1,2,2702997,3
false,4,43,1,2,9534014,3
false,108,121,1,13,27764324,83
false,30,55,1,8,12739933,13
false,201,235,1,6,49939410,155
false,48,52,1,8,11414196,46
false,82,117,1,40,27828112,52
false,19,19,1,6,4284245,19
false,64,74,2,24,15706786,51
false,140,190,1,48,48786515,80
false,17,20,1,4,4444821,19
false,26,32,1,21,7086556,18
false,77,89,1,28,19365645,62
false,11,14,2,3,3627449,10
false,150,183,2,83,41477384,133
false,57,72,1,19,17319215,41
false,37,38,1,15,10178516,28
true,21,23,1,2,4597865,19
false,180,198,1,63,45821977,172
false,96,220,1,46,55454339,48
false,22,23,1,15,5604771,17
false,5,5,1,2,1008292,5
false,10,10,1,4,2186968,9
false,42,43,3,15,9395168,38
false,24,24,1,22,5311158,23
false,4,8,2,3,1782858,3
true,9,9,1,3,2636272,9
false,113,122,1,50,34147242,87
false,53,83,1,21,19341106,30
false,37,55,2,12,12212703,30
false,29,44,3,10,14771305,25
false,34,35,1,10,7487981,31
false,55,56,1,3,13118525,46
false,11,24,1,3,5718853,6
false,9,88,1,2,8941719,7
false,46,51,2,3,11999709,41
false,35,40,1,8,9229731,25
false,65,68,1,48,15947956,56
false,17,19,1,5,4595425,14
false,83,106,1,2,24839332,65
false,21,33,2,7,7336109,8
false,22,23,1,14,6167484,20
false,49,56,1,21,14441367,38
false,42,48,2,8,9932312,31
false,97,104,1,37,23456397,77
false,103,133,1,50,28331164,91
false,75,104,1,20,28277577,70
false,11,14,1,7,3024234,9
false,65,91,3,46,21415521,41
false,100,117,1,4,28437764,62
false,39,46,1,20,11397414,35
false,22,28,1,3,6671217,19
false,29,35,1,17,7650968,26
false,10,15,1,10,3790756,6
false,39,42,3,11,10523041,35
false,137,195,3,18,49344651,72
false,20,40,2,2,8268004,7
false,17,31,1,5,5964742,16
false,168,245,1,131,57648694,103
false,71,75,1,26,17577615,57
false,68,70,1,4,12585034,64
false,15,21,1,12,5825144,12
false,74,79,1,11,18601789,61
false,29,85,1,8,14585036,66
false,4,36,1,2,9527681,4
false,24,33,2,4,7288529,19
false,136,150,2,51,34151580,115
false,89,138,1,3,31521556,62
false,26,26,1,2,5925277,26
false,67,88,1,19,20780240,51
false,38,50,1,7,11396880,24
false,18,18,1,10,4459168,15
false,15,16,1,12,3359795,12
false,32,35,1,2,8001919,32
false,22,28,1,10,6379515,20
false,82,110,1,27,24626349,58
false,18,39,2,9,8527771,15
false,33,45,1,17,12776721,20
false,31,36,1,11,8428187,24
false,17,18,1,2,4471587,15
false,37,81,1038,15,15112167,59
false,64,85,1,19,19218683,47
false,72,149,1,32,37324571,42
false,21,73,1,15,18923675,14
false,138,157,1,67,34553175,123
false,66,67,1,26,14712101,54
false,4,6,1,3,2047905,4
false,17,20,1,3,3861715,16
false,114,126,1,4,29527994,80
false,11,16,1,2,3576468,10
false,23,24,2,12,5567327,21
false,15,35,1,3,8111527,9
false,17,19,1,4,4151649,15
false,13,16,1,2,3718999,13
false,62,85,1,9,20563322,46
false,22,23,1,3,5516260,15
false,11,121,1,2,31118595,5
false,194,235,1,95,54713205,134
false,11,17,1,3,3368165,10
false,10,10,2,6,2394320,10
false,51,55,2,5,13069216,44
false,51,59,1,31,14198994,46
false,7,7,1,2,1805998,7
false,23,30,1,2,7948938,13
false,23,29,1,2,8070680,17
false,20,20,3,10,4241859,17
false,29,48,1,3,10750810,14
false,3,16,1,2,2275342,9
false,83,90,4,31,21382504,67
true,17,28,2,5,5892847,10
false,9,9,2,2,1914114,9
false,42,48,1,23,10056945,36
false,37,47,1,40,10142356,33
false,29,34,1,9,7910361,21
false,24,33,1,5,8202120,17
false,7,8,1,2,2091648,4
false,53,57,1,39,14488716,51
true,15,94,1,6,25831390,9
false,128,204,1,62,43421679,67
false,81,86,1,10,20908133,62
false,10,12,1,8,2638772,9
false,121,143,3,26,34849426,89
false,67,75,1,6,16875684,51
false,30,113,1,7,27581867,16
false,15,15,1,8,3250849,10
false,7,10,1,4,2237697,7
false,21,234,1,5,46448007,59
false,53,112,2,18,21656971,46
false,35,41,1,7,8563173,31
false,44,45,2,17,11396490,44
false,180,189,1,6,42936735,149
false,85,97,1,22,21676960,68
false,44,53,1,13,12480160,33
false,12,14,1,3,2868245,5
false,21,21,1,5,4594018,21
false,17,17,1,3,3494895,16
false,24,24,1,7,5151514,22
false,107,165,1,72,36971214,73
false,23,120,1,3,26510292,54
false,19,24,2,17,7481073,17
false,70,78,6,4,17771865,58
false,16,19,1,2,4370484,13
false,24,24,1,4,5967277,15
false,17,18,1,4,4064674,16
false,28,35,2,7,12196214,15
false,14,16,1,6,3222010,12
false,69,76,2,59,16449976,54
false,22,27,1,3,6103083,15
false,97,128,1,4,27697847,73
false,14,19,2,6,3732421,18
false,157,207,1,9,48926806,103
false,17,19,1,2,3999213,16
false,18,18,1,7,4015752,17
false,66,121,2,73,29197826,42
false,61,69,1,5,14518491,53
false,52,117,3,27,26981820,39
false,17,111,1,3,25135565,11
false,19,136,1,7,27175214,9
false,193,221,3,78,48585388,148
false,86,150,1,12,33568346,55
false,12,12,1,2,2911434,11
false,15,27,1,4,5756548,4
false,121,211,1,56,50294546,85
false,141,200,2,126,49717490,101
false,77,101,3,68,25884968,58
false,51,53,1,4,12265773,36
false,14,17,1,4,4241888,9
false,49,49,1,35,11639639,45
false,3,59,2,2,7744568,10
false,167,218,3,37,54136863,102
false,57,73,4,42,24098628,39
false,16,16,1,5,3492144,15
false,112,132,2,36,28867643,106
false,90,96,1,25,21620089,78
false,147,179,1,42,42753000,117
false,43,50,1,17,12286033,39
false,48,64,4,18,11146474,42
false,12,14,1,2,3767219,11
false,47,48,1,14,10463771,47
false,69,72,1,37,18798519,56
false,31,36,1,7,7703622,30
false,42,91,2,26,33080913,30
false,49,54,1,22,13703082,41
false,22,22,1,12,4999906,21
false,30,37,1,18,8765681,25
