collaborative,num_albums,num_tracks,num_followers,num_edits,duration_ms,num_artists
0,43,55,2,13,11542999,27
0,101,143,3,7,31331222,60
0,14,15,1,2,3210834,10
0,10,11,1,6,2737635,9
0,65,72,1,12,17475884,52
0,13,14,1,2,2888752,13
0,22,24,1,5,7466009,16
0,31,54,1,13,11974964,20
0,36,49,1,15,11061725,24
0,12,31,1,8,7046944,3
0,18,21,1,12,5953265,16
0,65,78,2,34,17052548,43
0,53,86,1,43,20344685,32
0,118,177,1,47,38296506,70
1,22,27,2,9,6659619,20
0,28,39,1,9,9728534,23
0,56,56,1,39,12547575,49
0,41,42,1,8,9463552,38
0,71,94,1,4,26552708,36
0,48,58,1,10,15949306,28
0,80,98,3,19,22786771,58
0,89,110,1,49,27709221,69
0,28,38,1,3,7939002,23
0,44,46,1,2,10622527,33
0,42,46,2,9,11531366,23
0,27,33,1,7,7829963,20
0,18,22,1,12,4671450,17
0,12,15,2,8,3614475,7
0,26,36,1,20,10298056,18
0,20,23,1,14,5502855,15
0,10,10,1,8,1833924,9
0,19,21,1,9,4162717,18
0,53,58,1,15,14710040,41
0,7,7,1,3,1616662,7
0,127,143,1,16,32146860,86
0,13,13,1,8,5944648,12
0,31,59,1,12,13877446,18
0,8,14,1,2,2999470,8
0,9,15,1,2,3918961,8
0,96,104,1,35,23551264,78
0,11,26,1,7,6850564,11
0,22,22,1,19,4982677,22
0,44,76,1,11,16197706,33
0,132,153,2,47,33540159,108
0,67,81,1,54,20556846,48
0,23,24,1,15,5415914,21
0,23,23,1,3,5940342,20
0,68,74,1,15,16620651,60
0,7,17,1,3,3496142,7
0,53,54,1,17,11407453,50
0,38,47,1,23,10276917,31
0,12,12,3,5,2567172,12
0,44,62,3,9,13551985,32
0,99,126,1,14,30444514,73
0,100,102,2,6,22652547,91
0,146,173,1,14,44880738,92
0,9,12,1,6,1933635,7
0,86,129,1,9,25007684,38
0,12,35,1,10,8776249,5
0,57,76,1,23,17121689,32
0,84,136,3,75,29532982,55
0,13,84,1,6,17817630,5
0,31,39,1,3,9126788,23
0,51,76,1,10,16021493,42
0,51,101,2,10,16525928,15
0,39,54,2,24,13441795,30
0,26,29,1,22,6536353,23
0,73,90,1,7,21088544,50
0,44,116,2,3,16353749,51
0,10,12,1,13,2950917,8
0,19,21,2,3,4904557,13
0,176,181,1,83,40595585,167
0,24,33,1,10,8514656,8
0,71,104,8,13,21704430,47
0,146,166,1,2,38442410,141
0,29,49,2,21,14956432,23
0,110,131,1,59,30766930,93
0,29,46,1,16,10161117,21
0,45,57,1,5,11925892,39
0,63,73,1,32,15367906,45
0,19,19,1,6,4049744,19
0,27,79,1,4,17216299,12
0,56,64,1,6,15166138,44
0,90,103,1,38,23572058,72
0,122,174,1,100,38548064,95
0,22,29,1,2,6829177,15
0,42,94,1,25,22054739,24
0,82,176,1,10,38213913,49
0,126,171,1,2,49261326,155
0,21,53,1,7,11171506,19
0,29,45,1,4,12605196,18
0,96,107,2,36,24616745,73
0,75,87,1,5,18659240,60
0,93,134,1,5,30794022,63
0,26,28,2,2,4757924,24
0,29,62,1,7,13671675,22
0,76,87,1,6,19202442,68
0,45,67,1,21,15393647,26
0,45,55,1,36,12814578,34
0,35,56,1,22,13915014,14
0,63,86,4,53,19075711,58
0,39,42,1,16,9844668,33
0,38,43,2,2,10044644,32
0,29,34,3,9,8845200,20
0,45,48,1,16,11274468,35
0,17,20,1,9,4407057,13
0,32,34,1,2,8577922,27
0,26,26,1,13,6108951,26
0,36,37,1,18,7980782,32
0,5,25,4,3,8006947,3
0,22,29,1,11,8284927,19
0,24,33,1,20,8004982,21
0,35,58,1,27,16151146,25
0,11,12,1,5,2483515,10
0,19,22,1,2,5059528,16
0,35,35,1,4,8691242,33
0,53,60,1,23,14704372,47
0,10,10,1,7,2329601,10
0,35,40,1,25,11207842,32
0,22,23,1,8,4820772,22
0,38,50,1,13,11394545,27
0,20,20,1,8,4057173,17
0,114,152,4,40,37532362,72
0,55,87,1,2,19057207,26
0,36,53,1,31,12678629,27
0,11,12,1,5,2789794,10
0,41,47,1,18,12444388,31
0,70,70,2,58,16871423,65
0,24,40,1,2,7052801,21
0,82,83,1,55,21005074,80
0,23,38,1,4,7555473,20
0,98,111,2,65,25609667,83
0,59,67,1,36,12897009,40
0,39,43,1,30,11738301,34
0,36,51,3,7,14164071,21
0,44,65,2,6,14528799,19
0,132,161,2,26,45583123,91
0,95,189,1,40,46174356,50
0,11,29,2,11,5598183,7
0,22,25,1,7,5788670,21
0,20,27,1,3,6064697,15
0,35,35,1,19,7831473,30
0,27,27,1,16,5783629,27
0,33,38,1,11,8278957,31
0,133,162,2,63,42868709,91
0,48,100,2,10,21988194,31
0,80,81,3,37,18336338,69
0,5,5,1,2,1129595,5
0,5,5,1,2,1169522,5
1,58,81,3,15,17294929,31
0,52,65,1,10,13958695,40
0,40,46,1,18,11014428,34
0,19,23,1,7,5569043,15
0,17,18,1,2,4347827,17
0,76,187,1,46,53309021,34
0,22,36,1,4,7146009,7
0,14,27,2,15,6411090,11
0,19,32,1,3,7318694,11
0,36,55,2,12,12806002,25
0,46,57,1,2,12787110,33
0,78,112,1,17,26232579,37
0,18,20,1,3,4871526,17
0,9,60,1,2,13448452,6
0,23,24,1,14,5062841,22
0,99,122,1,3,26776794,76
0,55,125,2,20,31766241,34
0,19,20,1,5,5550908,18
0,32,32,1,15,7497066,29
0,40,45,1,16,10303429,37
0,33,38,1,22,10094402,23
0,42,47,1,16,11005041,35
0,25,26,1,12,6808954,17
0,149,168,1,32,38067672,107
0,22,26,1,8,6043685,20
0,88,96,1,2,21733154,74
0,25,36,1,5,10077167,19
0,14,23,1,6,4407075,18
0,17,25,1,6,5650187,9
0,46,53,2,28,11801064,42
0,14,15,1,7,3267570,13
0,23,32,1,3,6875492,19
0,28,29,1,7,6523183,26
0,67,94,1,25,21020392,51
0,33,36,1,23,8509907,25
0,13,16,1,7,4174803,6
1,11,11,2,5,2111001,11
0,40,63,1,13,16486224,21
0,53,56,1,32,12898401,43
0,119,156,1,92,31639482,69
0,23,24,1,4,5127101,20
0,90,97,1,2,21767993,78
0,24,24,1,12,6048079,24
0,63,92,1,50,30202099,39
0,153,196,2,3,44338662,97
0,82,100,2,2,27150420,62
0,40,44,1,2,9566732,36
0,56,60,1,34,14277848,49
0,23,45,1,3,9292991,13
0,45,59,1,5,12115720,30
0,54,57,2,6,12703245,49
0,39,41,1,6,9059293,33
0,30,33,1,5,7836676,28
0,24,24,1,2,5271930,24
0,57,67,1,5,12223330,34
0,26,39,2,10,8165960,17
0,92,118,1,70,26689250,79
0,172,208,2,98,48720415,133
0,7,8,1,2,2205557,5
0,24,24,1,4,5946534,21
0,54,66,1,10,15135651,42
0,38,43,3,4,9186365,37
0,42,113,1,10,22916645,40
0,94,106,2,34,23308531,75
0,101,110,1,8,24812451,89
0,19,19,1,2,4907779,19
1,32,32,1,7,7275688,31
0,69,99,2,38,21357441,49
0,111,133,1,20,31119038,73
0,36,161,1,6,24148062,63
0,6,21,1,3,4552086,4
0,51,78,1,16,17117020,41
0,64,69,1,8,15728869,38
0,72,77,1,62,18769732,65
0,20,20,1,2,4393444,20
0,13,21,2,9,3696843,13
0,31,34,2,33,7995930,28
0,81,194,1,39,48821654,33
0,46,52,4,14,12536793,44
0,39,39,20,2,9156237,33
0,55,62,2,33,13517519,53
0,46,51,2,33,10820646,43
0,105,110,2,3,27090101,79
0,52,68,1,3,17446301,51
0,50,54,1,7,15002275,35
0,31,31,1,9,8024862,28
0,95,109,2,32,27379502,78
0,10,10,1,2,2308275,10
0,19,20,1,8,5064257,17
0,32,32,1,13,6325277,27
0,7,7,1,2,1764339,5
0,37,140,2,6,27901989,30
0,177,214,1,14,50722275,168
0,32,41,1,25,9063698,26
0,100,144,1,18,34495601,77
0,47,78,1,2,19906793,34
0,118,201,1,72,43883962,59
0,17,21,1,12,3259606,15
0,23,25,1,17,5361196,19
0,101,132,1,12,28389318,97
0,14,16,1,2,3980782,14
0,47,51,1,24,11266010,39
0,103,110,1,36,26378219,95
0,79,108,1,26,25781554,50
0,12,13,1,11,2959623,12
0,15,18,2,6,4693492,15
0,14,24,2,7,5058768,10
0,43,217,1,17,57698690,13
0,154,228,2,31,60972778,91
0,40,69,1,28,14849656,30
0,33,45,1,6,12211974,20
0,68,135,1,6,33465130,60
0,18,18,1,10,5592497,17
0,116,152,1,72,35681132,96
0,24,31,1,8,7035310,20
0,178,209,1,63,42246946,135
0,29,29,1,2,6351869,29
0,46,57,2,2,14234756,36
0,29,50,1,3,11287369,16
0,55,59,1,31,12487694,47
0,27,28,2,15,6933827,27
0,32,34,1,4,7602411,26
0,17,19,1,11,4757460,10
0,109,132,2,9,29972953,73
0,27,28,1,10,6995242,25
0,11,11,1,3,3156020,9
0,25,25,1,3,5571910,25
0,22,27,1,10,5561564,22
0,45,61,1,6,12933885,23
0,44,50,4,16,14604018,37
0,40,49,2,10,12137117,29
0,32,42,2,9,9898422,28
0,31,46,1,4,8569491,41
0,20,42,1,3,8007124,32
0,19,49,1,4,10720320,11
0,26,230,3,6,43940640,56
0,95,100,1,43,26396369,91
0,78,85,1,64,19269085,75
0,7,7,1,5,1495532,7
0,148,190,1,49,48199990,104
0,10,93,1,2,18911648,8
0,10,10,1,10,2542815,10
0,30,38,1,16,9384387,27
0,207,237,7,136,55826278,160
0,28,28,1,16,6060847,26
0,11,12,1,7,4115779,10
0,10,13,1,4,2953968,11
0,101,105,2,48,22519734,86
0,34,40,1,3,8786596,21
0,96,180,2,19,40665024,58
1,13,13,1,14,2813835,13
0,101,103,1,69,23854501,87
0,127,134,1,35,34515983,117
0,4,31,1,2,6688215,6
0,21,21,1,9,4601419,21
0,11,11,1,2,2276084,9
0,117,144,1,100,36740915,80
0,84,105,3,5,23781762,49
0,59,62,1,20,14831801,53
0,161,194,1,7,45961449,136
0,21,21,1,2,4823869,21
0,47,53,1,3,19097506,23
0,8,8,1,6,1878940,8
0,21,22,1,2,4766270,21
0,26,28,1,8,6821736,15
0,33,37,1,4,8575150,30
0,60,68,1,23,16891464,41
0,10,10,1,11,2307604,10
0,24,24,1,15,5789599,21
0,15,17,2,11,3906995,12
0,68,102,2,33,24306756,52
0,53,87,1,8,30495509,33
0,25,86,2,17,24910069,6
0,19,19,1,6,4276151,18
0,170,237,2,117,56656483,111
0,23,232,2,22,53242642,15
0,29,51,1,5,12112054,21
0,185,197,2,16,42468213,163
0,45,48,1,8,10282911,44
0,41,49,2,4,11127792,35
0,60,74,3,3,17363115,50
0,97,101,1,2,24966101,87
0,34,40,1,9,8756116,29
0,28,42,2,2,9776803,25
0,12,12,1,7,2791822,12
0,66,80,1,11,19785146,33
0,27,43,1,14,10404623,18
0,47,51,1,13,8969786,37
0,84,88,2,7,18453853,72
0,32,39,1,15,9887989,23
0,7,8,1,3,1582727,7
0,216,235,3,169,52710841,187
0,18,42,1,9,8779170,10
0,115,138,1,31,31794085,72
0,40,45,1,20,10204854,30
0,8,8,1,4,2414838,7
0,24,26,3,3,5636326,14
0,24,24,1,17,6014888,24
0,62,110,1,8,28879682,30
0,35,35,1,7,8286443,22
0,34,36,6,25,7962936,26
0,22,29,3,6,6139370,19
0,16,16,1,2,3573873,14
0,41,47,3,2,10828844,32
0,17,19,1,11,4588800,17
0,98,132,1,11,29804787,43
0,43,46,1,15,10503226,36
0,27,29,3,12,6151870,19
0,16,22,1,6,4602284,14
0,20,25,1,2,6413812,17
0,36,43,1,5,9084576,29
0,55,67,1,27,15371095,46
0,26,32,1,4,7582930,13
0,71,100,1,66,24193373,47
1,41,45,1,14,10775040,40
0,35,55,1,4,10376665,24
0,89,120,1,33,27855309,66
0,57,89,2,43,20828128,49
0,17,24,1,3,5753710,15
0,33,42,1,4,9635263,24
1,13,67,1,6,14654975,3
0,75,152,2,40,37854230,49
0,10,12,1,8,3272864,10
0,75,94,2,27,30702581,46
0,51,61,1,30,13965843,33
0,17,68,1,2,15824764,10
0,9,11,1,3,2327652,10
0,9,9,1,3,1903252,9
0,71,80,2,20,15589079,51
0,131,202,1,46,44713065,69
0,42,42,3,6,8660888,41
0,53,58,1,30,13087211,43
0,70,79,1,2,17259841,43
0,23,23,1,4,5855822,20
0,23,23,2,11,5414858,18
0,26,28,2,14,6846437,19
0,120,144,1,38,33620675,97
0,43,52,2,11,11987676,34
0,32,32,1,2,7309395,32
0,14,20,2,14,6782007,10
0,27,31,1,19,6704421,21
0,62,85,1,20,21708783,35
0,11,12,1,5,2525150,9
0,18,18,1,6,3697914,18
0,88,183,1,54,37840227,49
0,10,10,1,7,2079941,9
0,9,11,1,4,2484693,9
0,28,31,2,3,7435366,21
0,109,177,2,48,40509457,90
0,82,93,1,7,23057899,71
0,162,246,2,70,56278678,97
0,15,18,1,5,3993675,14
0,15,42,1,2,9336120,8
0,9,12,1,6,2818719,7
0,68,78,1,6,18280128,60
0,103,141,1,17,30129172,73
0,13,15,1,2,2481806,13
0,62,71,2,2,15495499,49
0,15,18,1,9,4598426,14
0,36,81,1,21,16328009,45
0,134,166,4,87,42359301,67
0,67,75,1,5,17356576,58
0,27,50,1,8,12487630,17
0,48,53,1,18,10731872,31
1,82,98,1,71,23781624,55
0,43,98,5,61,24014308,31
0,55,59,1,28,13752307,45
0,68,80,2,46,17154705,57
0,36,44,1,29,9989364,36
0,70,91,1,3,19062433,57
0,8,14,1,8,2901789,7
0,24,32,1,5,7814079,19
0,61,74,1,49,15156621,45
0,15,17,1,7,3933339,12
0,30,32,1,21,7801326,24
0,29,37,1,2,10501295,20
0,9,11,2,2,2275902,8
0,34,40,1,16,10453944,24
0,60,68,1,7,17061183,47
0,31,34,1,24,7428774,28
0,48,54,1,5,13015887,40
0,28,28,1,2,7165051,27
0,12,72,1,3,16083605,4
0,43,71,1,5,19514768,21
0,58,66,2,20,15685075,55
0,36,41,1,10,12076263,23
0,23,100,1,2,23843119,69
0,44,62,2,19,12952422,35
0,21,21,1,3,5122269,18
0,31,32,1,3,7031323,29
0,89,126,6,41,30364617,53
0,21,26,1,5,4878253,17
0,4,5,1,5,1843298,3
0,80,116,1,35,26111762,60
0,86,167,1,8,29866547,86
0,34,35,1,14,8373982,33
0,32,202,1,5,35110998,4
0,42,59,2,4,11173618,19
0,68,80,1,10,19049496,60
0,33,47,1,13,11874783,30
0,116,131,1,81,39141682,86
0,10,11,2,4,2342786,9
0,31,31,2,9,6878741,30
0,8,8,1,3,2000155,6
0,70,97,1,20,22539326,57
0,26,30,1,9,6659549,21
0,33,43,1,7,9870115,18
0,26,34,1,10,7738035,22
0,56,64,1,9,14006686,47
0,36,45,1,5,9361651,18
0,16,20,1,9,4752719,11
0,111,163,1,67,37869197,79
0,31,40,6,19,8249146,25
0,21,21,1,11,4978240,17
0,52,70,1,6,15278953,37
0,36,58,1,19,9983270,41
0,47,54,1,28,10362291,33
0,19,23,2,7,4967844,14
0,89,99,1,16,24320107,78
0,51,144,4,17,33549587,35
0,44,52,1,26,13558780,38
0,54,58,1,4,11630775,52
0,11,15,1,2,3222802,11
0,39,51,2,8,12554502,29
0,17,30,1,16,6644682,10
0,17,17,1,2,3758578,17
0,116,152,2,14,33812412,56
0,30,31,1,9,6406645,26
0,101,149,1,70,35609615,66
0,43,43,1,17,9915452,42
0,7,7,1,6,1545574,7
0,215,241,2,122,59825678,172
0,139,161,1,40,39693048,92
0,43,45,1,9,9810917,37
0,38,68,1,4,16375372,20
0,60,60,2,3,12971925,60
1,112,123,2,82,28938416,82
0,15,16,1,3,3531468,14
0,149,230,2,129,50997790,108
0,131,177,1,39,41602965,103
0,65,73,2,16,16440868,54
0,16,16,1,12,3362328,16
0,72,83,2,7,18154616,66
0,20,20,1,6,4761570,15
0,18,21,3,6,4541471,16
0,34,36,1,29,7695039,29
0,69,72,1,14,17014050,55
0,30,33,1,3,7900986,29
0,33,40,1,4,8026083,27
0,37,37,1,3,9283894,33
0,63,74,2,8,15809385,47
0,157,172,1,122,37093105,113
0,129,170,1,15,39251813,76
0,152,224,1,91,49381863,92
0,16,17,1,18,4337504,15
0,34,41,1,20,9892334,30
0,76,103,1,43,25454297,45
0,13,17,2,3,4248860,12
0,20,38,2,4,7402388,5
0,62,81,2,20,18175850,55
0,56,57,1,3,11914731,52
0,56,69,1,7,15355228,49
0,22,116,2,10,27513305,6
0,32,41,1,20,9477573,23
0,18,30,1,8,6765805,14
0,28,38,1,23,9681786,20
0,21,24,1,9,5505945,15
0,80,98,1,61,24685816,69
0,17,20,1,17,4748365,16
0,16,16,1,4,3510999,14
0,27,31,1,17,7158415,24
0,40,46,1,10,9835215,35
0,75,83,2,15,18399126,70
0,123,178,2,21,40202476,48
0,10,10,1,5,1700440,8
0,53,61,1,7,14844807,41
0,104,162,6,26,35369066,59
0,23,32,2,2,8910735,15
0,110,124,3,56,28215823,93
0,51,53,1,22,12359508,42
0,37,56,1,4,13111016,23
0,42,46,2,20,10429686,30
0,39,52,1,26,11736912,30
0,46,52,1,4,13703570,37
0,30,40,1,9,9368874,24
0,229,246,1,29,62648956,178
0,89,129,1,95,32672408,74
0,16,19,1,13,4160592,11
0,16,50,1,8,12835422,9
0,39,39,1,7,8757796,32
0,60,80,1,25,17502217,40
0,51,60,1,17,13841548,41
0,16,29,1,4,7415866,12
0,47,53,1,3,11816692,44
0,115,139,2,16,29111414,97
0,180,200,1,6,45999960,149
0,138,161,1,56,36697764,82
0,52,58,6,30,14464646,51
0,62,65,1,39,14634059,50
0,12,14,1,3,3052141,7
0,44,48,1,3,10821965,39
0,55,63,3,23,14801506,50
0,83,96,1,55,22353669,64
0,58,118,2,14,29452409,41
0,30,39,1,5,8948023,21
0,31,33,1,2,7704516,23
0,15,27,1,3,6422392,9
0,20,21,1,4,5057394,20
0,29,31,1,22,7163535,26
0,44,46,1,15,10218470,42
0,207,236,1,118,58715570,180
0,9,21,2,12,4159370,3
0,58,65,1,52,14206239,49
0,42,46,1,9,10248715,36
0,18,22,1,7,4372827,15
0,100,176,2,17,40787930,63
0,60,102,2,4,26013775,44
0,67,190,1,44,50546122,40
0,56,77,1,21,16748279,42
0,56,81,1,9,17765197,33
0,24,30,2,14,6335372,23
0,19,22,1,3,4450683,16
0,62,66,2,5,15183654,55
0,26,35,1,27,7543868,18
0,42,42,1,2,11498229,42
0,12,16,1,2,3459271,15
0,63,67,2,15,15050327,49
0,22,26,1,23,6414030,18
0,82,83,1,63,19159137,76
0,9,9,1,4,1896064,9
0,19,23,1,6,5275867,15
0,88,106,1,36,22973906,51
0,66,95,4,35,26436588,30
0,48,54,5,7,11610504,46
0,91,97,1,23,20434255,80
0,116,227,1,4,50478784,84
0,181,235,1,17,55817295,94
0,77,79,2,47,17541246,70
0,58,62,2,7,15286108,47
0,19,49,1,7,13354269,13
0,28,31,2,8,7093957,24
0,12,19,4,6,4500474,11
0,8,21,2,2,4924641,4
0,25,28,1,2,6554807,21
0,38,42,1,25,9105447,36
0,24,27,1,5,6064977,17
0,32,32,1,26,7197776,26
0,38,41,1,21,9328526,36
0,42,47,1,30,10049472,39
0,48,54,1,3,13135768,43
0,20,21,1,14,4347121,14
0,27,30,1,6,6900844,24
0,91,113,1,22,27570670,67
0,21,25,1,5,6079192,18
0,24,34,1,9,7869211,18
0,51,63,1,8,16721543,32
0,25,26,1,15,5721056,25
0,123,170,3,11,46104121,101
0,40,88,1,25,17039586,37
0,71,106,1,41,23376868,49
0,19,26,1,2,5633071,17
0,90,110,1,49,24956208,74
0,39,39,1,5,9802383,36
0,42,43,1,8,10549563,38
0,29,33,1,10,8587001,26
0,10,11,1,10,2545231,10
0,29,54,1,14,14371246,14
0,14,15,1,3,3575949,12
0,21,27,1,15,6901269,14
0,49,62,1,14,12823823,33
0,46,56,2,27,12589915,37
0,74,84,1,31,22042289,62
0,26,38,1,5,10773735,13
0,14,19,1,4,4212448,8
0,49,53,1,33,12355792,46
0,19,19,2,5,4193395,16
0,23,32,1,14,7536328,20
0,94,117,2,33,27279541,83
0,21,26,1,5,6064411,20
0,17,28,1,7,9370565,16
0,84,89,1,18,18859069,68
0,140,168,1,88,37177474,106
0,13,15,1,2,3522907,10
0,88,99,1,30,26056358,68
0,7,8,1,6,1887163,7
0,24,25,2,9,4931826,24
0,66,98,5,42,32913838,55
0,10,93,2,3,22275432,3
0,16,20,1,7,4301727,13
0,13,45,1,3,9604667,9
0,48,67,1,23,23386587,39
0,58,63,1,25,14936700,47
0,33,37,1,14,8068303,24
0,39,40,1,7,10134175,34
0,53,64,1,15,12231336,38
0,15,26,1,16,6008364,15
0,74,104,2,39,28571329,45
0,5,11,3,5,2481965,4
0,73,81,2,19,19097641,57
0,27,55,1,3,10028526,39
0,27,29,1,7,7689407,26
0,19,19,1,7,4570610,18
0,121,132,1,7,31254469,84
0,22,26,1,4,6250216,19
0,32,40,5,3,8955468,20
0,32,44,2,11,11124040,27
0,13,14,1,2,3498316,9
0,86,93,2,19,20600260,63
0,47,64,1,6,13749834,25
0,98,110,4,42,27018842,88
0,55,55,1,18,12443582,49
1,23,23,1,11,5155422,19
0,34,42,1,3,10724955,25
0,15,168,3,3,37427052,6
0,7,28,1,8,7091721,17
0,9,9,1,2,2073537,9
0,51,63,1,10,14241670,38
0,23,59,3,12,12396352,9
0,12,14,87,2,3938462,8
0,83,92,1,5,21631397,70
0,30,32,1,10,7161770,24
0,14,16,1,9,6329175,14
0,22,23,1,7,5619727,20
0,9,9,1,2,1969729,9
1,67,159,1,10,35870144,35
0,8,8,1,5,2568865,7
0,19,26,1,5,6429102,15
0,33,67,1,12,15186736,14
0,8,8,1,7,1918136,8
0,84,103,2,49,24253418,61
0,54,60,1,9,15622065,42
0,10,15,1,2,3584684,5
0,38,56,1,44,12760138,32
0,23,23,1,3,5579347,22
0,79,204,1,87,44404776,128
0,172,212,15,88,49595577,144
0,24,26,1,3,5017617,16
0,8,11,1,4,1849937,10
0,17,17,1,7,4181562,17
0,69,72,1,42,15267196,63
0,74,86,6,60,21017285,54
0,124,130,2,66,32758942,118
0,5,5,1,4,1231494,4
0,184,206,4,86,45016867,152
0,38,79,1,25,19933208,27
0,36,38,1,3,8483318,28
0,147,225,3,131,53012456,89
0,37,78,1,2,17886216,28
0,95,165,2,35,34282695,61
0,110,153,1,22,37370678,66
0,15,16,1,8,4273309,11
0,114,171,2,10,38617627,98
0,24,30,1,13,9787635,16
0,19,19,1,15,3765701,16
0,44,50,1,7,11298269,32
0,57,65,1,40,15406810,49
0,149,187,3,60,45450487,103
0,30,35,3,7,8233572,26
0,15,16,1,14,8811546,14
0,105,177,7,27,69200238,115
0,28,76,1,8,17744113,13
0,44,51,1,3,10930521,42
0,49,53,1,4,11539251,42
0,18,18,1,13,4120763,17
0,37,43,1,28,9589578,36
0,3,40,1,2,9014584,29
0,98,110,1,11,25425799,76
0,42,56,1,37,12984982,36
0,32,38,1,3,8876213,28
0,17,28,1,3,8018925,6
1,45,60,1,16,18595734,28
0,50,53,2,3,11518289,38
0,32,33,1,8,8423028,19
0,19,20,1,12,4126921,19
0,42,107,1,12,18484616,78
0,34,36,1,14,8157355,23
0,42,57,1,2,13776479,29
0,20,20,4,13,4456896,19
0,57,63,1,19,13677598,50
0,72,101,2,70,22428354,50
0,89,104,3,56,25186165,75
0,71,169,1,10,40945363,39
0,150,181,1,28,41548015,146
0,60,68,4,26,14954685,47
0,49,52,1,8,12412128,37
0,43,45,2,8,9775054,37
0,19,19,2,15,5635974,17
0,6,11,1,7,3486598,5
0,16,18,1,3,3948420,15
0,86,93,2,8,20918335,79
0,58,95,1,39,22572415,38
0,47,48,1,2,10820950,43
0,138,149,10,110,30952419,106
0,116,223,4,29,53858127,74
0,55,66,4,29,18228232,35
0,52,222,1,21,52174563,44
0,127,201,1,53,44503415,86
0,67,77,2,25,17284824,59
0,52,61,1,27,13749175,42
0,90,111,1,22,29858215,62
0,25,27,1,14,5655376,20
0,26,28,4,23,7150347,25
0,26,48,1,6,20828323,36
0,10,15,1,2,3239193,15
0,122,164,1,21,36086363,83
0,9,10,3,7,2257804,9
0,60,77,1,21,18022369,40
0,11,11,2,8,2878064,11
0,39,50,1,8,15066252,29
0,118,134,1,9,30626322,91
0,103,115,3,64,28393449,91
0,36,39,1,11,9321456,33
0,21,41,2,5,9338543,10
0,15,20,1,4,5337021,8
0,72,78,1,19,19456950,56
0,12,15,1,9,3178155,11
0,22,28,4,6,6042542,17
0,37,52,2,10,8972066,36
0,12,13,1,4,3176314,10
0,145,182,1,126,44280972,105
0,33,42,2,5,9552286,32
0,126,146,1,13,32323985,95
0,6,6,1,3,1593650,6
0,63,81,1,14,18873971,46
0,16,171,1,2,35914291,32
0,133,183,2,46,42244827,82
0,23,32,2,6,7456484,21
0,28,31,1,9,7181265,23
0,50,54,1,18,12731034,46
0,25,32,3,5,7430240,19
0,37,190,2,12,42649661,17
0,56,65,1,32,13697857,48
0,61,69,1,48,14206180,37
0,83,100,1,48,22044150,73
0,95,142,1,31,32870213,76
0,43,50,2,17,11008857,35
0,32,38,1,12,9711434,27
0,118,145,2,53,33043771,85
